   305    0.38172E+04    0.98931E+01    0.30226E-01    0.11742E+03
   306    0.37840E+04    0.10072E+02    0.30365E-01    0.11755E+03
   307    0.37508E+04    0.10252E+02    0.30504E-01    0.11763E+03
   308    0.37175E+04    0.10435E+02    0.30642E-01    0.11770E+03
   309    0.36844E+04    0.10616E+02    0.30779E-01    0.11771E+03
   310    0.36512E+04    0.10797E+02    0.30915E-01    0.11769E+03
   311    0.36180E+04    0.10981E+02    0.31051E-01    0.11763E+03
   312    0.35850E+04    0.11164E+02    0.31185E-01    0.11754E+03
   313    0.35519E+04    0.11347E+02    0.31320E-01    0.11740E+03
   314    0.35189E+04    0.11532E+02    0.31453E-01    0.11724E+03
   315    0.34860E+04    0.11715E+02    0.31586E-01    0.11703E+03
   316    0.34532E+04    0.11899E+02    0.31718E-01    0.11678E+03
   317    0.34204E+04    0.12083E+02    0.31849E-01    0.11650E+03
   318    0.33878E+04    0.12267E+02    0.31979E-01    0.11618E+03
   319    0.33552E+04    0.12452E+02    0.32109E-01    0.11583E+03
   320    0.33229E+04    0.12636E+02    0.32238E-01    0.11544E+03
   321    0.32906E+04    0.12820E+02    0.32367E-01    0.11501E+03
   322    0.32584E+04    0.13004E+02    0.32495E-01    0.11455E+03
   323    0.32264E+04    0.13187E+02    0.32622E-01    0.11404E+03
   324    0.31946E+04    0.13371E+02    0.32748E-01    0.11350E+03
   325    0.31629E+04    0.13552E+02    0.32874E-01    0.11293E+03
   326    0.31314E+04    0.13734E+02    0.32999E-01    0.11231E+03
   327    0.31000E+04    0.13916E+02    0.33124E-01    0.11166E+03
   328    0.30689E+04    0.14096E+02    0.33248E-01    0.11098E+03
   329    0.30380E+04    0.14276E+02    0.33371E-01    0.11025E+03
   330    0.30073E+04    0.14454E+02    0.33494E-01    0.10949E+03
   331    0.29768E+04    0.14632E+02    0.33616E-01    0.10870E+03
   332    0.29466E+04    0.14810E+02    0.33738E-01    0.10788E+03
   333    0.29165E+04    0.14986E+02    0.33859E-01    0.10703E+03
   334    0.28867E+04    0.15162E+02    0.33980E-01    0.10614E+03
   335    0.28571E+04    0.15335E+02    0.34100E-01    0.10521E+03
   336    0.28278E+04    0.15507E+02    0.34219E-01    0.10425E+03
   337    0.27988E+04    0.15679E+02    0.34338E-01    0.10325E+03
   338    0.27700E+04    0.15849E+02    0.34457E-01    0.10222E+03
   339    0.27416E+04    0.16018E+02    0.34575E-01    0.10116E+03
   340    0.27134E+04    0.16185E+02    0.34692E-01    0.10008E+03
   341    0.26854E+04    0.16350E+02    0.34810E-01    0.98952E+02
   342    0.26578E+04    0.16515E+02    0.34926E-01    0.97796E+02
   343    0.26305E+04    0.16677E+02    0.35043E-01    0.96611E+02
   344    0.26036E+04    0.16838E+02    0.35159E-01    0.95396E+02
   345    0.25768E+04    0.16996E+02    0.35275E-01    0.94153E+02
